par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,top5cit,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,top5cit_cat_1,top5cit_cat_2,top5cit_cat_3,top5cit_cat_4,top5cit_cat_5,top5cit_cat_6,top5cit_cat_7,kid_count_g_m,inventor_g_m,top5cit_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,top5cit_cat_1_g_m,top5cit_cat_2_g_m,top5cit_cat_3_g_m,top5cit_cat_4_g_m,top5cit_cat_5_g_m,top5cit_cat_6_g_m,top5cit_cat_7_g_m,kid_count_g_f,inventor_g_f,top5cit_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f,top5cit_cat_1_g_f,top5cit_cat_2_g_f,top5cit_cat_3_g_f,top5cit_cat_4_g_f,top5cit_cat_5_g_f,top5cit_cat_6_g_f,top5cit_cat_7_g_f,kid_count_pq_1,inventor_pq_1,top5cit_pq_1,inventor_cat_1_pq_1,inventor_cat_2_pq_1,inventor_cat_3_pq_1,inventor_cat_4_pq_1,inventor_cat_5_pq_1,inventor_cat_6_pq_1,inventor_cat_7_pq_1,top5cit_cat_1_pq_1,top5cit_cat_2_pq_1,top5cit_cat_3_pq_1,top5cit_cat_4_pq_1,top5cit_cat_5_pq_1,top5cit_cat_6_pq_1,top5cit_cat_7_pq_1,kid_count_pq_2,inventor_pq_2,top5cit_pq_2,inventor_cat_1_pq_2,inventor_cat_2_pq_2,inventor_cat_3_pq_2,inventor_cat_4_pq_2,inventor_cat_5_pq_2,inventor_cat_6_pq_2,inventor_cat_7_pq_2,top5cit_cat_1_pq_2,top5cit_cat_2_pq_2,top5cit_cat_3_pq_2,top5cit_cat_4_pq_2,top5cit_cat_5_pq_2,top5cit_cat_6_pq_2,top5cit_cat_7_pq_2,kid_count_pq_3,inventor_pq_3,top5cit_pq_3,inventor_cat_1_pq_3,inventor_cat_2_pq_3,inventor_cat_3_pq_3,inventor_cat_4_pq_3,inventor_cat_5_pq_3,inventor_cat_6_pq_3,inventor_cat_7_pq_3,top5cit_cat_1_pq_3,top5cit_cat_2_pq_3,top5cit_cat_3_pq_3,top5cit_cat_4_pq_3,top5cit_cat_5_pq_3,top5cit_cat_6_pq_3,top5cit_cat_7_pq_3,kid_count_pq_4,inventor_pq_4,top5cit_pq_4,inventor_cat_1_pq_4,inventor_cat_2_pq_4,inventor_cat_3_pq_4,inventor_cat_4_pq_4,inventor_cat_5_pq_4,inventor_cat_6_pq_4,inventor_cat_7_pq_4,top5cit_cat_1_pq_4,top5cit_cat_2_pq_4,top5cit_cat_3_pq_4,top5cit_cat_4_pq_4,top5cit_cat_5_pq_4,top5cit_cat_6_pq_4,top5cit_cat_7_pq_4,kid_count_pq_5,inventor_pq_5,top5cit_pq_5,inventor_cat_1_pq_5,inventor_cat_2_pq_5,inventor_cat_3_pq_5,inventor_cat_4_pq_5,inventor_cat_5_pq_5,inventor_cat_6_pq_5,inventor_cat_7_pq_5,top5cit_cat_1_pq_5,top5cit_cat_2_pq_5,top5cit_cat_3_pq_5,top5cit_cat_4_pq_5,top5cit_cat_5_pq_5,top5cit_cat_6_pq_5,top5cit_cat_7_pq_5
100,Johnson City,Tennessee,TN,29001,0.0016206,0.0000345,0.0003448,0.0003793,0.0001379,0.0001034,0.0003448,0.0001724,0.0001379,0,0,0,0,0,0,0.0000345,14658,0.0027971,0.0000682,0.0005458,0.000614,0.0002047,0.0002047,0.0006822,0.0002729,0.0002729,0,0,0,0,0,0,0.0000682,14343,0.0004183,0,0.0001394,0.0001394,0.0000697,0,0,0.0000697,0,0,0,0,0,0,0,0,6422,0.0004671,0,0,0,0,0,0.0001557,0.0001557,0.0001557,0,0,0,0,0,0,0,7019,0.0008548,0,0.0002849,0.0002849,0,0.0001425,0,0,0.0001425,0,0,0,0,0,0,0,6967,0.0008612,0,0.0002871,0,0,0,0.0004306,0.0001435,0,0,0,0,0,0,0,0,5014,0.0015955,0,0.0005983,0.0001994,0.0001994,0.0001994,0.0003989,0,0,0,0,0,0,0,0,0,3579,0.0067058,0.0002794,0.0008382,0.0022353,0.0008382,0.0002794,0.0011176,0.0008382,0.0005588,0,0,0,0,0,0,0.0002794
200,Morristown,Tennessee,TN,12212,0.0011464,0.0002457,0.0001638,0.0002457,0.0001638,0,0.0002457,0.0001638,0.0001638,0,0,0,0,0,0.0001638,0.0000819,6199,0.0019358,0.0004839,0.0003226,0.0004839,0,0,0.0004839,0.0003226,0.0003226,0,0,0,0,0,0.0003226,0.0001613,6012,0.0003327,0,0,0,0.0003327,0,0,0,0,0,0,0,0,0,0,0,3213,0.0009337,0.0003112,0,0,0,0,0.0003112,0.0003112,0.0003112,0,0,0,0,0,0.0003112,0,3258,0.0009208,0,0.0003069,0.0003069,0,0,0.0003069,0,0,0,0,0,0,0,0,0,2927,0.0013666,0.0003416,0.0003416,0.0003416,0,0,0.0003416,0.0003416,0,0,0,0,0,0,0.0003416,0,1881,0.0021265,0.0005316,0,0.0005316,0.0010633,0,0,0,0.0005316,0,0,0,0,0,0,0.0005316,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Middlesborough,Tennessee,TN,3347,0.0005976,0,0,0,0.0002988,0,0.0002988,0,0,0,0,0,0,0,0,0,1683,0.0005942,0,0,0,0,0,0.0005942,0,0,0,0,0,0,0,0,0,1664,0.000601,0,0,0,0.000601,0,0,0,0,0,0,0,0,0,0,0,1158,0.0008636,0,0,0,0.0008636,0,0,0,0,0,0,0,0,0,0,0,999,0.001001,0,0,0,0,0,0.001001,0,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
302,Knoxville,Tennessee,TN,37791,0.0018258,0.0000794,0.0002117,0.0004498,0.0003175,0.0002117,0.0001588,0.0003175,0.0001588,0,0.0000265,0,0,0,0,0.0000529,19001,0.0029472,0.0001579,0.0003684,0.0007894,0.0003684,0.0003684,0.0002631,0.0005263,0.0002631,0,0.0000526,0,0,0,0,0.0001053,18770,0.0006926,0,0.0000533,0.0001066,0.0002664,0.0000533,0.0000533,0.0001066,0.0000533,0,0,0,0,0,0,0,7437,0.0002689,0,0.0001345,0.0001345,0,0,0,0,0,0,0,0,0,0,0,0,7999,0.0010001,0,0.000125,0.000125,0.00025,0.000125,0.000125,0.00025,0,0,0,0,0,0,0,0,7960,0.0016332,0,0.0001256,0.0005025,0.0001256,0.0002513,0.0001256,0.0003769,0.0001256,0,0,0,0,0,0,0,7377,0.00122,0.0001356,0.0001356,0.0004067,0.0001356,0.0002711,0.0002711,0,0,0,0.0001356,0,0,0,0,0,7018,0.0052722,0.000285,0.00057,0.0011399,0.0011399,0.0004275,0.000285,0.0009974,0.0007125,0,0,0,0,0,0,0.000285
401,Winston-Salem,North Carolina,NC,26286,0.0019402,0.0000761,0.0001902,0.0006848,0.0002283,0.0003043,0.0001522,0.0003043,0.0000761,0,0.0000761,0,0,0,0,0,13280,0.0031627,0.0000753,0.0003012,0.0012048,0.0002259,0.0004518,0.0003012,0.0005271,0.0001506,0,0.0000753,0,0,0,0,0,13004,0.0006921,0.0000769,0.0000769,0.0001538,0.0002307,0.0001538,0,0.0000769,0,0,0.0000769,0,0,0,0,0,4504,0.000222,0,0,0,0,0.000222,0,0,0,0,0,0,0,0,0,0,5291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5273,0.0022757,0,0,0.0005689,0.0003793,0.0003793,0.0001896,0.0007586,0,0,0,0,0,0,0,0,5647,0.0024792,0.0001771,0.0003542,0.0010625,0.0003542,0.0003542,0.0001771,0.0001771,0,0,0.0001771,0,0,0,0,0,5571,0.004308,0.0001795,0.0005385,0.0016155,0.000359,0.0005385,0.000359,0.0005385,0.000359,0,0.0001795,0,0,0,0,0
402,Martinsville,Virginia,VA,5300,0.000566,0,0.0001887,0,0,0,0.0001887,0.0001887,0,0,0,0,0,0,0,0,2678,0.0007468,0,0.0003734,0,0,0,0.0003734,0,0,0,0,0,0,0,0,0,2622,0.0003814,0,0,0,0,0,0,0.0003814,0,0,0,0,0,0,0,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0.0014306,0,0.0014306,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0.0044543,0,0,0,0,0,0.0022272,0.0022272,0,0,0,0,0,0,0,0
500,Greensboro,North Carolina,NC,54311,0.0015651,0.0001657,0.0002578,0.0004235,0.0001473,0.0002209,0.0000921,0.0002578,0.0001657,0,0.0000552,0,0.0000184,0,0.0000184,0.0000736,27258,0.0025681,0.0002935,0.0004769,0.0007337,0.0001101,0.0003302,0.0001467,0.0004402,0.0003302,0,0.0000734,0,0.0000367,0,0.0000367,0.0001467,27050,0.0005545,0.000037,0.000037,0.0001109,0.0001848,0.0001109,0.000037,0.0000739,0,0,0.000037,0,0,0,0,0,10803,0.0004628,0.0000926,0,0.0001851,0.0000926,0,0,0.0000926,0.0000926,0,0.0000926,0,0,0,0,0,12622,0.0003169,0,0.0001585,0.0001585,0,0,0,0,0,0,0,0,0,0,0,0,11052,0.0010858,0.0000905,0.0003619,0.0002714,0,0.000181,0.0000905,0.000181,0,0,0,0,0,0,0.0000905,0,10634,0.0014106,0.000094,0.000094,0.0004702,0.0001881,0.0001881,0.000094,0.0002821,0.000094,0,0,0,0,0,0,0.000094,9200,0.0053261,0.0006522,0.0007609,0.0011957,0.0005435,0.0008696,0.0003261,0.0008696,0.0007609,0,0.0002174,0,0.0001087,0,0,0.0003261
601,North Wilkesboro,North Carolina,NC,4703,0.0008505,0,0,0,0,0.0002126,0,0.0004253,0.0002126,0,0,0,0,0,0,0,2417,0.0012412,0,0,0,0,0.0004137,0,0.0008275,0,0,0,0,0,0,0,0,2286,0.0004374,0,0,0,0,0,0,0,0.0004374,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,0.0007541,0,0,0,0,0,0,0,0.0007541,0,0,0,0,0,0,0,1182,0.000846,0,0,0,0,0,0,0.000846,0,0,0,0,0,0,0,0,682,0.0029326,0,0,0,0,0.0014663,0,0.0014663,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Galax,Virginia,VA,2938,0.0003404,0,0,0,0,0,0,0.0003404,0,0,0,0,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431,0.0006988,0,0,0,0,0,0,0.0006988,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0.0024038,0,0,0,0,0,0,0.0024038,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
700,Spartanburg,South Carolina,SC,19529,0.0011777,0.0001536,0.0001536,0.0002048,0.0002048,0.0000512,0.0001024,0.0004096,0.0000512,0,0.0000512,0,0,0,0.0001024,0,9758,0.0020496,0.0003074,0.000205,0.0004099,0.0003074,0.0001025,0.0001025,0.0008198,0.0001025,0,0.0001025,0,0,0,0.000205,0,9770,0.0003071,0,0.0001024,0,0.0001024,0,0.0001024,0,0,0,0,0,0,0,0,0,4187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4975,0.000201,0,0,0,0,0,0,0.000201,0,0,0,0,0,0,0,0,4149,0.0014461,0,0.000241,0.000241,0.000241,0.000241,0.000241,0.000241,0,0,0,0,0,0,0,0,3660,0.0016393,0.0005464,0.0002732,0.0002732,0.0002732,0,0,0.0005464,0.0002732,0,0.0002732,0,0,0,0.0002732,0,2558,0.0039093,0.0003909,0.0003909,0.0007819,0.0007819,0,0.0003909,0.0015637,0,0,0,0,0,0,0.0003909,0
800,Gastonia,North Carolina,NC,23429,0.0011097,0.0000854,0.0001707,0.0002988,0.0000854,0.0002134,0.0000427,0.0002134,0.0000854,0,0,0,0.0000427,0,0,0.0000427,11913,0.001511,0.0001679,0.0001679,0.0004197,0,0.0004197,0.0000839,0.0002518,0.0001679,0,0,0,0.0000839,0,0,0.0000839,11516,0.0006947,0,0.0001737,0.0001737,0.0001737,0,0,0.0001737,0,0,0,0,0,0,0,0,4829,0.0002071,0,0,0,0,0,0,0.0002071,0,0,0,0,0,0,0,0,5808,0.0001722,0,0,0.0001722,0,0,0,0,0,0,0,0,0,0,0,0,5242,0.0007631,0,0.0001908,0.0003815,0.0001908,0,0,0,0,0,0,0,0,0,0,0,4780,0.0018828,0,0.0004184,0.0002092,0,0.0002092,0.0002092,0.0006276,0.0002092,0,0,0,0,0,0,0,2770,0.0039711,0.000722,0.000361,0.001083,0.000361,0.001444,0,0.000361,0.000361,0,0,0,0.000361,0,0,0.000361
900,Charlotte,North Carolina,NC,76053,0.0017225,0.0000526,0.0001972,0.0004997,0.0002235,0.0000789,0.0001972,0.0003813,0.0001446,0,0.0000131,0,0.0000131,0,0.0000131,0.0000131,38140,0.0025957,0.0000787,0.0003146,0.0008915,0.0002884,0.0000787,0.0003671,0.0004982,0.0001573,0,0.0000262,0,0.0000262,0,0,0.0000262,37908,0.0008441,0.0000264,0.0000791,0.0001055,0.0001583,0.0000791,0.0000264,0.0002638,0.0001319,0,0,0,0,0,0.0000264,0,13995,0.0002858,0,0,0,0.0000715,0,0.0000715,0,0.0001429,0,0,0,0,0,0,0,15906,0.0007544,0.0001257,0.0000629,0.0002515,0.0001886,0.0000629,0,0.0001257,0.0000629,0,0.0000629,0,0,0,0,0.0000629,13908,0.0012942,0,0.0001438,0.0002876,0.0002157,0,0.0001438,0.0002876,0.0002157,0,0,0,0,0,0,0,15253,0.0013112,0,0.0001967,0.0001311,0.0000656,0,0.0002622,0.00059,0.0000656,0,0,0,0,0,0,0,16991,0.0045318,0.0001177,0.0005297,0.0016479,0.0005297,0.0002943,0.0004708,0.000824,0.0002354,0,0,0,0.0000589,0,0.0000589,0
1001,Boone,North Carolina,NC,3329,0.0009012,0.0003004,0,0,0.0003004,0.0003004,0,0,0.0003004,0,0,0,0,0,0,0.0003004,1712,0.0017523,0.0005841,0,0,0.0005841,0.0005841,0,0,0.0005841,0,0,0,0,0,0,0.0005841,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,0.0025253,0,0,0,0.0012626,0.0012626,0,0,0,0,0,0,0,0,0,0,486,0.0020576,0.0020576,0,0,0,0,0,0,0.0020576,0,0,0,0,0,0,0.0020576,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Morganton,North Carolina,NC,8166,0.0006123,0,0,0.0001225,0.0001225,0.0001225,0.0001225,0.0001225,0,0,0,0,0,0,0,0,4147,0.0012057,0,0,0.0002411,0.0002411,0.0002411,0.0002411,0.0002411,0,0,0,0,0,0,0,0,4016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,0.000439,0,0,0,0,0,0.000439,0,0,0,0,0,0,0,0,0,2243,0.0004458,0,0,0,0,0,0,0.0004458,0,0,0,0,0,0,0,0,1408,0.0014205,0,0,0.0007102,0.0007102,0,0,0,0,0,0,0,0,0,0,0,609,0.001642,0,0,0,0,0.001642,0,0,0,0,0,0,0,0,0,0
1100,Hickory,North Carolina,NC,20040,0.0016966,0.0000998,0.0001497,0.0005988,0.0001996,0.0002495,0.0002495,0.0001996,0.0000499,0,0.0000499,0,0,0.0000499,0,0,10122,0.002865,0.0001976,0.0002964,0.0010867,0.0001976,0.0002964,0.000494,0.0003952,0.0000988,0,0.0000988,0,0,0.0000988,0,0,9917,0.0005042,0,0,0.0001008,0.0002017,0.0002017,0,0,0,0,0,0,0,0,0,0,3525,0.0002837,0,0.0002837,0,0,0,0,0,0,0,0,0,0,0,0,0,4811,0.0006236,0,0,0.0002079,0,0.0002079,0.0002079,0,0,0,0,0,0,0,0,0,4667,0.0012856,0.0002143,0,0.0004285,0,0.0002143,0.0002143,0.0004285,0,0,0.0002143,0,0,0,0,0,4230,0.0016548,0,0.0002364,0.0002364,0.0004728,0.0002364,0.0002364,0.0002364,0,0,0,0,0,0,0,0,2807,0.0060563,0.0003563,0.0003563,0.00285,0.0007125,0.0007125,0.0007125,0.0003563,0.0003563,0,0,0,0,0.0003563,0,0
1201,Franklin,North Carolina,NC,2064,0.000969,0,0.0004845,0,0,0.0004845,0,0,0,0,0,0,0,0,0,0,1065,0.0018779,0,0.000939,0,0,0.000939,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1202,Sylva,North Carolina,NC,2644,0.0015129,0,0.0003782,0.0003782,0,0,0.0003782,0.0003782,0,0,0,0,0,0,0,0,1394,0.0021521,0,0.0007174,0.0007174,0,0,0,0.0007174,0,0,0,0,0,0,0,0,1250,0.0008,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0.0033557,0,0,0.0016779,0,0,0,0.0016779,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1203,Asheville,North Carolina,NC,19441,0.0014917,0.0001029,0.0001029,0.0003086,0.0003601,0.0004115,0.0001543,0.0001543,0,0,0,0.0000514,0.0000514,0,0,0,9913,0.0024211,0.0002018,0.0001009,0.0004035,0.0006053,0.0007061,0.0003026,0.0003026,0,0,0,0.0001009,0.0001009,0,0,0,9528,0.0005248,0,0.000105,0.0002099,0.000105,0.000105,0,0,0,0,0,0,0,0,0,0,3808,0.0007878,0.0002626,0,0,0.0002626,0.0005252,0,0,0,0,0,0.0002626,0,0,0,0,4432,0.0009025,0,0.0002256,0,0.0002256,0.0002256,0,0.0002256,0,0,0,0,0,0,0,0,4506,0.0011096,0,0,0.0002219,0.0006658,0.0002219,0,0,0,0,0,0,0,0,0,0,3918,0.0025523,0.0002552,0.0002552,0.0002552,0,0.0007657,0.0007657,0.0005105,0,0,0,0,0.0002552,0,0,0,2777,0.0025207,0,0,0.0014404,0.0007202,0.0003601,0,0,0,0,0,0,0,0,0,0
1204,Andrews,North Carolina,NC,2819,0.0007095,0,0.0003547,0,0.0003547,0,0,0,0,0,0,0,0,0,0,0,1421,0.0014075,0,0.0007037,0,0.0007037,0,0,0,0,0,0,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0.0012594,0,0.0012594,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0.0014903,0,0,0,0.0014903,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1301,Bennettsville,South Carolina,SC,4668,0.0006427,0,0.0002142,0,0.0002142,0,0.0002142,0,0,0,0,0,0,0,0,0,2355,0.0004246,0,0,0,0,0,0.0004246,0,0,0,0,0,0,0,0,0,2313,0.0008647,0,0.0004323,0,0.0004323,0,0,0,0,0,0,0,0,0,0,0,1720,0.0005814,0,0,0,0,0,0.0005814,0,0,0,0,0,0,0,0,0,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0.0019646,0,0,0,0.0019646,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1302,Florence,South Carolina,SC,33268,0.0006312,0,0.0001202,0.0001804,0.0000301,0.0000601,0.0000601,0.0001202,0.0000601,0,0,0,0,0,0,0,16510,0.0009691,0,0.0001817,0.0003634,0.0000606,0.0000606,0.0001211,0.0001211,0.0000606,0,0,0,0,0,0,0,16758,0.0002984,0,0.0000597,0,0,0.0000597,0,0.0001193,0.0000597,0,0,0,0,0,0,0,12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8380,0.0002387,0,0.0001193,0,0,0,0.0001193,0,0,0,0,0,0,0,0,0,5375,0.0007442,0,0.000186,0.000186,0,0,0,0.000186,0.000186,0,0,0,0,0,0,0,4226,0.0023663,0,0.0004733,0.0007099,0,0.0004733,0.0002366,0.0002366,0.0002366,0,0,0,0,0,0,0,3044,0.0016426,0,0,0.000657,0.0003285,0,0,0.000657,0,0,0,0,0,0,0,0
1400,Fayetteville,North Carolina,NC,39260,0.0008151,0,0.0001019,0.0002547,0.0000255,0.0001274,0.0000764,0.0001783,0.0000509,0,0,0,0,0,0,0,19553,0.001432,0,0.0001534,0.0004091,0.0000511,0.0002557,0.0001534,0.0003069,0.0001023,0,0,0,0,0,0,0,19706,0.000203,0,0.0000507,0.0001015,0,0,0,0.0000507,0,0,0,0,0,0,0,0,11440,0.0002622,0,0,0.0001748,0,0.0000874,0,0,0,0,0,0,0,0,0,0,10591,0.0001888,0,0,0,0,0.0000944,0,0.0000944,0,0,0,0,0,0,0,0,8112,0.0007396,0,0.0001233,0.0001233,0,0.0001233,0.0001233,0.0001233,0.0001233,0,0,0,0,0,0,0,5848,0.002052,0,0.000342,0.000855,0.000171,0,0.000171,0.000342,0.000171,0,0,0,0,0,0,0,3269,0.0027531,0,0.0003059,0.0006118,0,0.0006118,0.0003059,0.0009177,0,0,0,0,0,0,0,0
1500,Wilmington,North Carolina,NC,18429,0.0010852,0,0.0001085,0.0003256,0.0000543,0.0001628,0.0001085,0.0002713,0.0000543,0,0,0,0,0,0,0,9307,0.0017191,0,0.0002149,0.0005372,0,0.0002149,0.0002149,0.0005372,0,0,0,0,0,0,0,0,9122,0.0004385,0,0,0.0001096,0.0001096,0.0001096,0,0,0.0001096,0,0,0,0,0,0,0,5186,0.0001928,0,0,0.0001928,0,0,0,0,0,0,0,0,0,0,0,0,4156,0.0004812,0,0,0.0002406,0,0,0,0.0002406,0,0,0,0,0,0,0,0,3283,0.0012184,0,0,0.0006092,0,0,0,0.0003046,0.0003046,0,0,0,0,0,0,0,3197,0.0003128,0,0,0,0.0003128,0,0,0,0,0,0,0,0,0,0,0,2607,0.004603,0,0.0007672,0.0007672,0,0.0011507,0.0007672,0.0011507,0,0,0,0,0,0,0,0
1600,Wilson,North Carolina,NC,13562,0.0005899,0,0,0,0.0002212,0,0,0.0002949,0.0000737,0,0,0,0,0,0,0,6784,0.0008844,0,0,0,0.0001474,0,0,0.0005896,0.0001474,0,0,0,0,0,0,0,6778,0.0002951,0,0,0,0.0002951,0,0,0,0,0,0,0,0,0,0,0,4239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318,0.0012942,0,0,0,0.0004314,0,0,0.0008628,0,0,0,0,0,0,0,0,2012,0.000994,0,0,0,0.000497,0,0,0.000497,0,0,0,0,0,0,0,0,1677,0.0017889,0,0,0,0.0005963,0,0,0.0005963,0.0005963,0,0,0,0,0,0,0
1701,Raleigh,North Carolina,NC,67194,0.0029913,0.0001488,0.0001935,0.0011162,0.000506,0.0003423,0.0003423,0.0003721,0.0001191,0,0.0000149,0.0000298,0,0.0000446,0,0.0000595,33593,0.0046141,0.0001488,0.0001786,0.0018456,0.0006847,0.0005656,0.0006847,0.0005656,0.0000893,0,0.0000298,0.0000298,0,0.0000893,0,0,33587,0.0013696,0.0001489,0.0002084,0.0003871,0.0003275,0.0001191,0,0.0001786,0.0001489,0,0,0.0000298,0,0,0,0.0001191,10781,0.0000928,0,0,0,0,0,0,0.0000928,0,0,0,0,0,0,0,0,12989,0.0004619,0,0,0.000231,0,0,0,0.000231,0,0,0,0,0,0,0,0,11575,0.0015551,0,0.0001728,0.0005184,0.0001728,0.0002592,0.0002592,0,0.0001728,0,0,0,0,0,0,0,13128,0.0038848,0.0003047,0.0001523,0.0009902,0.0009141,0.0006094,0.0006094,0.000457,0.0001523,0,0,0,0,0.0002285,0,0.0000762,18721,0.006677,0.0003205,0.0004807,0.002831,0.0010683,0.000641,0.000641,0.0008012,0.0002137,0,0.0000534,0.0001068,0,0,0,0.0001602
1702,Henderson,North Carolina,NC,3675,0.0008163,0,0,0.0002721,0,0,0.0005442,0,0,0,0,0,0,0,0,0,1816,0.001652,0,0,0.0005507,0,0,0.0011013,0,0,0,0,0,0,0,0,0,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,0.0009083,0,0,0,0,0,0.0009083,0,0,0,0,0,0,0,0,0,556,0.0017986,0,0,0.0017986,0,0,0,0,0,0,0,0,0,0,0,0,419,0.0023866,0,0,0,0,0,0.0023866,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1800,Goldsboro,North Carolina,NC,12154,0.0008228,0.0000823,0,0.0004114,0.0000823,0,0,0.0002468,0.0000823,0,0.0000823,0,0,0,0,0,5975,0.0015063,0.0001674,0,0.0008368,0.0001674,0,0,0.0003347,0.0001674,0,0.0001674,0,0,0,0,0,6179,0.0001618,0,0,0,0,0,0,0.0001618,0,0,0,0,0,0,0,0,3398,0.0002943,0,0,0.0002943,0,0,0,0,0,0,0,0,0,0,0,0,3275,0.0012214,0,0,0.0006107,0,0,0,0.0006107,0,0,0,0,0,0,0,0,2564,0.00117,0.00039,0,0.00078,0,0,0,0,0.00039,0,0.00039,0,0,0,0,0,1860,0.0005376,0,0,0,0.0005376,0,0,0,0,0,0,0,0,0,0,0,1057,0.0009461,0,0,0,0,0,0,0.0009461,0,0,0,0,0,0,0,0
1900,Jacksonville,North Carolina,NC,29433,0.001359,0.000068,0.0001359,0.0003398,0.0002718,0.0001019,0.000034,0.0004077,0.000068,0,0.000034,0,0,0,0,0.000034,14789,0.0023666,0.0000676,0.0002705,0.0006762,0.0004057,0.0002029,0.0000676,0.0006762,0.0000676,0,0.0000676,0,0,0,0,0,14640,0.0003415,0.0000683,0,0,0.0001366,0,0,0.0001366,0.0000683,0,0,0,0,0,0,0.0000683,7298,0.000137,0,0,0,0,0,0,0.000137,0,0,0,0,0,0,0,0,7178,0.0011145,0,0,0.0002786,0.0004179,0,0,0.0004179,0,0,0,0,0,0,0,0,6484,0.0010796,0,0.0001542,0,0.0001542,0.0001542,0,0.0004627,0.0001542,0,0,0,0,0,0,0,5127,0.0019505,0,0.000195,0.0003901,0.0003901,0.000195,0.000195,0.0005851,0,0,0,0,0,0,0,0,3346,0.0041841,0.0005977,0.0005977,0.0017932,0.0005977,0.0002989,0,0.0005977,0.0002989,0,0.0002989,0,0,0,0,0.0002989
