par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,top5cit,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,top5cit_cat_1,top5cit_cat_2,top5cit_cat_3,top5cit_cat_4,top5cit_cat_5,top5cit_cat_6,top5cit_cat_7,kid_count_g_m,inventor_g_m,top5cit_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,top5cit_cat_1_g_m,top5cit_cat_2_g_m,top5cit_cat_3_g_m,top5cit_cat_4_g_m,top5cit_cat_5_g_m,top5cit_cat_6_g_m,top5cit_cat_7_g_m,kid_count_g_f,inventor_g_f,top5cit_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f,top5cit_cat_1_g_f,top5cit_cat_2_g_f,top5cit_cat_3_g_f,top5cit_cat_4_g_f,top5cit_cat_5_g_f,top5cit_cat_6_g_f,top5cit_cat_7_g_f,kid_count_pq_1,inventor_pq_1,top5cit_pq_1,inventor_cat_1_pq_1,inventor_cat_2_pq_1,inventor_cat_3_pq_1,inventor_cat_4_pq_1,inventor_cat_5_pq_1,inventor_cat_6_pq_1,inventor_cat_7_pq_1,top5cit_cat_1_pq_1,top5cit_cat_2_pq_1,top5cit_cat_3_pq_1,top5cit_cat_4_pq_1,top5cit_cat_5_pq_1,top5cit_cat_6_pq_1,top5cit_cat_7_pq_1,kid_count_pq_2,inventor_pq_2,top5cit_pq_2,inventor_cat_1_pq_2,inventor_cat_2_pq_2,inventor_cat_3_pq_2,inventor_cat_4_pq_2,inventor_cat_5_pq_2,inventor_cat_6_pq_2,inventor_cat_7_pq_2,top5cit_cat_1_pq_2,top5cit_cat_2_pq_2,top5cit_cat_3_pq_2,top5cit_cat_4_pq_2,top5cit_cat_5_pq_2,top5cit_cat_6_pq_2,top5cit_cat_7_pq_2,kid_count_pq_3,inventor_pq_3,top5cit_pq_3,inventor_cat_1_pq_3,inventor_cat_2_pq_3,inventor_cat_3_pq_3,inventor_cat_4_pq_3,inventor_cat_5_pq_3,inventor_cat_6_pq_3,inventor_cat_7_pq_3,top5cit_cat_1_pq_3,top5cit_cat_2_pq_3,top5cit_cat_3_pq_3,top5cit_cat_4_pq_3,top5cit_cat_5_pq_3,top5cit_cat_6_pq_3,top5cit_cat_7_pq_3,kid_count_pq_4,inventor_pq_4,top5cit_pq_4,inventor_cat_1_pq_4,inventor_cat_2_pq_4,inventor_cat_3_pq_4,inventor_cat_4_pq_4,inventor_cat_5_pq_4,inventor_cat_6_pq_4,inventor_cat_7_pq_4,top5cit_cat_1_pq_4,top5cit_cat_2_pq_4,top5cit_cat_3_pq_4,top5cit_cat_4_pq_4,top5cit_cat_5_pq_4,top5cit_cat_6_pq_4,top5cit_cat_7_pq_4,kid_count_pq_5,inventor_pq_5,top5cit_pq_5,inventor_cat_1_pq_5,inventor_cat_2_pq_5,inventor_cat_3_pq_5,inventor_cat_4_pq_5,inventor_cat_5_pq_5,inventor_cat_6_pq_5,inventor_cat_7_pq_5,top5cit_cat_1_pq_5,top5cit_cat_2_pq_5,top5cit_cat_3_pq_5,top5cit_cat_4_pq_5,top5cit_cat_5_pq_5,top5cit_cat_6_pq_5,top5cit_cat_7_pq_5
33000,Fort Worth,Texas,TX,105066,0.0015514,0.0000476,0.0000761,0.0005806,0.0001999,0.0001523,0.0001332,0.0002951,0.0001142,0,0.000019,0,0,0,0.000019,9.52E-06,53114,0.0025794,0.0000753,0.000113,0.000979,0.0002636,0.0002636,0.0002448,0.0005272,0.0001883,0,0.0000377,0,0,0,0.0000377,0,51947,0.0005005,0.0000193,0.0000385,0.0001733,0.0001348,0.0000385,0.0000193,0.0000578,0.0000385,0,0,0,0,0,0,0.0000193,17912,0.000335,0,0.0001117,0.0001117,0,0.0000558,0,0,0.0000558,0,0,0,0,0,0,0,21562,0.0006493,0,0.0000464,0.0002319,0,0.0001391,0.0001391,0.0000928,0,0,0,0,0,0,0,0,20453,0.0005867,0,0,0.0002445,0.0000489,0.0000978,0.0000489,0.0000489,0.0000978,0,0,0,0,0,0,0,20765,0.0016374,0,0.0000482,0.0005779,0.0002889,0.0001445,0.0001926,0.0002889,0.0000963,0,0,0,0,0,0,0,24374,0.0039797,0.0002051,0.0001641,0.001518,0.0005744,0.0002872,0.0002462,0.0009026,0.0002872,0,0.0000821,0,0,0,0.0000821,0.000041
33100,Dallas,Texas,TX,186841,0.0018197,0.0000803,0.0000642,0.0007225,0.0002034,0.0002301,0.0001231,0.0003747,0.0001017,5.35E-06,0.0000161,5.35E-06,5.35E-06,0,0.0000214,0.0000268,93389,0.0029875,0.0001285,0.0001071,0.0012314,0.0002677,0.0003962,0.0002249,0.0005889,0.0001713,0,0.0000107,0.0000107,0.0000107,0,0.0000428,0.0000535,93427,0.0006529,0.0000321,0.0000214,0.0002141,0.0001391,0.0000642,0.0000214,0.0001606,0.0000321,0.0000107,0.0000214,0,0,0,0,0,32206,0.0004347,0,0,0.0001242,0.0000311,0,0.0000932,0.0001553,0.0000311,0,0,0,0,0,0,0,39637,0.0009082,0.0000757,0.0000757,0.0004541,0.0000505,0.0001009,0.0000505,0.0001009,0.0000757,0.0000252,0.0000252,0,0,0,0,0.0000252,32799,0.0010976,0.0000305,0.000122,0.0003354,0.000061,0.0001829,0.0000305,0.0002744,0.0000915,0,0,0,0,0,0,0.0000305,33081,0.0018742,0.0000302,0.0000907,0.0005441,0.0002116,0.0001511,0.0002418,0.0005139,0.0001209,0,0,0,0,0,0,0.0000302,49118,0.003909,0.0002036,0.0000407,0.0017102,0.0005293,0.0005701,0.0001832,0.0007126,0.0001629,0,0.0000407,0.0000204,0.0000204,0,0.0000814,0.0000407
33200,Paris,Texas,TX,11199,0.0008036,0,0,0.0003572,0,0.0001786,0.0001786,0.0000893,0,0,0,0,0,0,0,0,5628,0.0014215,0,0,0.0007107,0,0.0001777,0.0003554,0.0001777,0,0,0,0,0,0,0,0,5571,0.0001795,0,0,0,0,0.0001795,0,0,0,0,0,0,0,0,0,0,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,0.0008163,0,0,0.0004082,0,0.0004082,0,0,0,0,0,0,0,0,0,0,1972,0.0010142,0,0,0.0005071,0,0,0.0005071,0,0,0,0,0,0,0,0,0,1000,0.005,0,0,0.002,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0
33300,Tyler,Texas,TX,25189,0.0010719,0.0000397,0.0000397,0.0003176,0.0002382,0.0001191,0.0000794,0.0001985,0.0000794,0.0000397,0,0,0,0,0,0,12747,0.0018043,0.0000784,0.0000784,0.0005491,0.0003922,0.0002353,0.0001569,0.0002353,0.0001569,0.0000784,0,0,0,0,0,0,12441,0.0003215,0,0,0.0000804,0.0000804,0,0,0.0001608,0,0,0,0,0,0,0,0,6555,0.0001526,0,0,0.0001526,0,0,0,0,0,0,0,0,0,0,0,0,6062,0.0004949,0,0,0.000165,0,0.0003299,0,0,0,0,0,0,0,0,0,0,5376,0.0014881,0.000186,0.000186,0.000372,0.000186,0,0.000186,0.000372,0.000186,0.000186,0,0,0,0,0,0,4235,0.0014168,0,0,0.0004723,0.0002361,0,0.0002361,0.0002361,0.0002361,0,0,0,0,0,0,0,2961,0.0030395,0,0,0.0006754,0.0013509,0.0003377,0,0.0006754,0,0,0,0,0,0,0,0
33400,Longview,Texas,TX,19673,0.0013216,0,0.0000508,0.0005591,0.0001525,0.0000508,0.0000508,0.0003558,0.0001017,0,0,0,0,0,0,0,9900,0.0022222,0,0.000101,0.0010101,0.000202,0.000101,0.000101,0.0006061,0.000101,0,0,0,0,0,0,0,9772,0.0004093,0,0,0.0001023,0.0001023,0,0,0.0001023,0.0001023,0,0,0,0,0,0,0,5130,0.0001949,0,0,0,0,0,0,0.0001949,0,0,0,0,0,0,0,0,4457,0.0011218,0,0,0,0.0002244,0,0.0002244,0.0004487,0.0002244,0,0,0,0,0,0,0,4155,0.0004813,0,0,0.0002407,0,0,0,0,0.0002407,0,0,0,0,0,0,0,3612,0.001938,0,0.0002769,0.0011074,0,0.0002769,0,0.0002769,0,0,0,0,0,0,0,0,2319,0.0047434,0,0,0.0025873,0.0008624,0,0,0.0012937,0,0,0,0,0,0,0,0
33500,Texarkana,Texas,TX,15302,0.0005882,0,0.0000654,0.0001961,0,0,0.0001307,0.0001961,0,0,0,0,0,0,0,0,7746,0.0010328,0,0,0.0003873,0,0,0.0002582,0.0003873,0,0,0,0,0,0,0,0,7553,0.0001324,0,0.0001324,0,0,0,0,0,0,0,0,0,0,0,0,0,4389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557,0.0002811,0,0,0.0002811,0,0,0,0,0,0,0,0,0,0,0,0,3049,0.0009839,0,0,0.000328,0,0,0.000328,0.000328,0,0,0,0,0,0,0,0,2805,0.000713,0,0,0.0003565,0,0,0.0003565,0,0,0,0,0,0,0,0,0,1502,0.0019973,0,0.0006658,0,0,0,0,0.0013316,0,0,0,0,0,0,0,0
33601,Lawton,Oklahoma,OK,11109,0.0012602,0.00009,0.00018,0.00009,0.00009,0.00009,0.00009,0.0005401,0.00018,0,0,0,0,0,0,0.00009,5603,0.0019632,0.0001785,0.000357,0.0001785,0.0001785,0.0001785,0.0001785,0.0007139,0.0001785,0,0,0,0,0,0,0.0001785,5505,0.000545,0,0,0,0,0,0,0.0003633,0.0001817,0,0,0,0,0,0,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942,0.0003399,0,0.0003399,0,0,0,0,0,0,0,0,0,0,0,0,0,2778,0.0014399,0,0.00036,0,0,0,0.00036,0.0007199,0,0,0,0,0,0,0,0,1913,0.002091,0.0005227,0,0.0005227,0,0,0,0.0010455,0.0005227,0,0,0,0,0,0,0.0005227,948,0.0052743,0,0,0,0.0010549,0.0010549,0,0.0021097,0.0010549,0,0,0,0,0,0,0
33602,Altus,Oklahoma,OK,3260,0.0006135,0,0,0.0003067,0,0,0,0.0003067,0,0,0,0,0,0,0,0,1669,0.0011983,0,0,0.0005992,0,0,0,0.0005992,0,0,0,0,0,0,0,0,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0.0011161,0,0,0,0,0,0,0.0011161,0,0,0,0,0,0,0,0,812,0.0012315,0,0,0.0012315,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
33603,Frederick,Oklahoma,OK,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33700,Ardmore,Oklahoma,OK,7378,0.0009488,0,0,0.0001355,0.0002711,0.0002711,0,0.0001355,0.0001355,0,0,0,0,0,0,0,3704,0.0018898,0,0,0.00027,0.00054,0.00054,0,0.00027,0.00027,0,0,0,0,0,0,0,3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,0.0005845,0,0,0,0,0,0,0.0005845,0,0,0,0,0,0,0,0,1213,0.0008244,0,0,0,0,0,0,0,0.0008244,0,0,0,0,0,0,0,455,0.010989,0,0,0.0021978,0.0043956,0.0043956,0,0,0,0,0,0,0,0,0,0
33801,Elk City,Oklahoma,OK,4156,0.0016843,0,0.0002406,0,0,0.0002406,0.0007218,0.0004812,0,0,0,0,0,0,0,0,2064,0.0033915,0,0.0004845,0,0,0.0004845,0.0014535,0.000969,0,0,0,0,0,0,0,0,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,0.0019822,0,0.0009911,0,0,0,0.0009911,0,0,0,0,0,0,0,0,0,690,0.0057971,0,0,0,0,0,0.0028986,0.0028986,0,0,0,0,0,0,0,0,294,0.0034014,0,0,0,0,0.0034014,0,0,0,0,0,0,0,0,0,0
33802,Chickasha,Oklahoma,OK,5046,0.0013872,0,0,0.0003964,0,0.0001982,0.0001982,0.0003964,0.0001982,0,0,0,0,0,0,0,2554,0.0023493,0,0,0.0007831,0,0,0.0003915,0.0007831,0.0003915,0,0,0,0,0,0,0,2490,0.0004016,0,0,0,0,0.0004016,0,0,0,0,0,0,0,0,0,0,1337,0.0007479,0,0,0.0007479,0,0,0,0,0,0,0,0,0,0,0,0,1381,0.0007241,0,0,0,0,0,0,0.0007241,0,0,0,0,0,0,0,0,1094,0.0018282,0,0,0,0,0.0009141,0,0,0.0009141,0,0,0,0,0,0,0,871,0.0011481,0,0,0,0,0,0.0011481,0,0,0,0,0,0,0,0,0,363,0.0055096,0,0,0.0027548,0,0,0,0.0027548,0,0,0,0,0,0,0,0
33803,Oklahoma City,Oklahoma,OK,72468,0.0014627,0.0000552,0.0000966,0.0004416,0.0001656,0.0001242,0.000207,0.0003588,0.000069,0,0.0000138,0.0000138,0,0.0000138,0,0.0000138,36475,0.0026319,0.0001097,0.0001645,0.0007951,0.0002742,0.0002467,0.0003838,0.0006854,0.0000822,0,0.0000274,0.0000274,0,0.0000274,0,0.0000274,35951,0.0002782,0,0.0000278,0.0000834,0.0000556,0,0.0000278,0.0000278,0.0000556,0,0,0,0,0,0,0,14800,0.0004054,0,0,0.0001351,0,0,0.0000676,0.0001351,0.0000676,0,0,0,0,0,0,0,15907,0.0006915,0,0,0.0001257,0,0.0000629,0.0002515,0.0001886,0.0000629,0,0,0,0,0,0,0,15615,0.0013449,0,0.0001921,0.0002562,0.0001921,0.000064,0.0001921,0.0003842,0.000064,0,0,0,0,0,0,0,14652,0.0021158,0.0002048,0.0001365,0.000546,0.000273,0.0002048,0.0003413,0.0004778,0.0001365,0,0.0000683,0,0,0.0000683,0,0.0000683,11494,0.0032191,0.000087,0.000174,0.001392,0.000435,0.000348,0.000174,0.000696,0,0,0,0.000087,0,0,0,0
33901,Ada,Oklahoma,OK,4034,0.0014874,0,0.0004958,0.0004958,0,0.0002479,0,0.0002479,0,0,0,0,0,0,0,0,2096,0.0023855,0,0.0004771,0.0009542,0,0.0004771,0,0.0004771,0,0,0,0,0,0,0,0,1938,0.000516,0,0.000516,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,0.000774,0,0,0.000774,0,0,0,0,0,0,0,0,0,0,0,0,1133,0.0008826,0,0.0008826,0,0,0,0,0,0,0,0,0,0,0,0,0,873,0.0011455,0,0,0,0,0.0011455,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
33902,Sherman,Texas,TX,10797,0.0006483,0,0,0.0000926,0,0,0.0000926,0.0002779,0.0001852,0,0,0,0,0,0,0,5430,0.0012891,0,0,0.0001842,0,0,0.0001842,0.0005525,0.0003683,0,0,0,0,0,0,0,5367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443,0.0004093,0,0,0,0,0,0,0.0004093,0,0,0,0,0,0,0,0,2450,0.0008163,0,0,0,0,0,0.0004082,0,0.0004082,0,0,0,0,0,0,0,2517,0.0003973,0,0,0,0,0,0,0.0003973,0,0,0,0,0,0,0,0,2147,0.0009315,0,0,0.0004658,0,0,0,0,0.0004658,0,0,0,0,0,0,0,1240,0.0008065,0,0,0,0,0,0,0.0008065,0,0,0,0,0,0,0,0
34001,Hot Springs,Arkansas,AR,11784,0.0006789,0.0000849,0,0.0000849,0.0001697,0.0001697,0.0001697,0.0000849,0,0,0,0,0,0,0.0000849,0,6043,0.0013238,0.0001655,0,0.0001655,0.000331,0.000331,0.000331,0.0001655,0,0,0,0,0,0,0.0001655,0,5741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,0.0008026,0.0004013,0,0,0,0,0.0004013,0.0004013,0,0,0,0,0,0,0.0004013,0,1664,0.0012019,0,0,0.000601,0,0.000601,0,0,0,0,0,0,0,0,0,0,986,0.0040568,0,0,0,0.0020284,0.0010142,0.0010142,0,0,0,0,0,0,0,0,0
34002,Idabel,Oklahoma,OK,6231,0.0004815,0,0,0,0,0.000321,0,0,0.0001605,0,0,0,0,0,0,0,3188,0.000941,0,0,0,0,0.0006274,0,0,0.0003137,0,0,0,0,0,0,0,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314,0.0004322,0,0,0,0,0.0004322,0,0,0,0,0,0,0,0,0,0,1800,0.0005556,0,0,0,0,0,0,0,0.0005556,0,0,0,0,0,0,0,1208,0.0008278,0,0,0,0,0.0008278,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34101,Sand Point,Alaska,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34102,Anchorage,Alaska,AK,25004,0.0019597,0.00008,0.00016,0.0005599,0.00012,0.0003199,0.00024,0.0003599,0.0002,0,0.00004,0,0,0,0,0.00004,12723,0.0030653,0.0001572,0.0003144,0.0010218,0.0002358,0.0005502,0.000393,0.0003144,0.0002358,0,0.0000786,0,0,0,0,0.0000786,12281,0.0008143,0,0,0.0000814,0,0.0000814,0.0000814,0.0004071,0.0001629,0,0,0,0,0,0,0,2215,0.0018059,0,0,0.0004515,0,0,0,0.0004515,0.0009029,0,0,0,0,0,0,0,3622,0.0011044,0,0,0,0,0.0002761,0,0.0005522,0.0002761,0,0,0,0,0,0,0,4866,0.0006165,0,0,0.0006165,0,0,0,0,0,0,0,0,0,0,0,0,6214,0.0016093,0,0,0.0003219,0,0.0006437,0.0003219,0.0001609,0.0001609,0,0,0,0,0,0,0,8087,0.0034623,0.0002473,0.0004946,0.0009892,0.000371,0.000371,0.0004946,0.0006183,0.0001237,0,0.0001237,0,0,0,0,0.0001237
34103,Valdez,Alaska,AK,756,0.0013228,0,0,0,0.0013228,0,0,0,0,0,0,0,0,0,0,0,375,0.0026667,0,0,0,0.0026667,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34104,Bristol Bay,Alaska,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34105,Kotzebue,Alaska,AK,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34106,Nome,Alaska,AK,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34107,Dillingham,Alaska,AK,426,0.0023474,0,0,0,0.0023474,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34108,Kodiak,Alaska,AK,1011,0.0019782,0,0,0.0009891,0.0009891,0,0,0,0,0,0,0,0,0,0,0,517,0.0038685,0,0,0.0019342,0.0019342,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,0.003861,0,0,0.003861,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
34109,Juneau,Alaska,AK,2611,0.00383,0,0,0.002298,0.000766,0.000383,0,0.000383,0,0,0,0,0,0,0,0,1344,0.0066964,0,0,0.0044643,0.000744,0.000744,0,0.000744,0,0,0,0,0,0,0,0,1267,0.0007893,0,0,0,0.0007893,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,349,0.0028653,0,0,0.0028653,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0.0027933,0,0,0,0.0013966,0.0013966,0,0,0,0,0,0,0,0,0,0,897,0.0078038,0,0,0.0055741,0.0011148,0,0,0.0011148,0,0,0,0,0,0,0,0
34110,Sitka,Alaska,AK,1080,0.0027778,0,0,0.0009259,0.0009259,0,0,0.0009259,0,0,0,0,0,0,0,0,588,0.005102,0,0,0.0017007,0.0017007,0,0,0.0017007,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
34111,Ketchikan,Alaska,AK,1533,0.0013046,0,0,0.0006523,0,0.0006523,0,0,0,0,0,0,0,0,0,0,754,0.0026525,0,0,0.0013263,0,0.0013263,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,0.0030211,0,0,0,0,0.0030211,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0.0027701,0,0,0.0027701,0,0,0,0,0,0,0,0,0,0,0,0
34112,Bethel,Alaska,AK,1481,0.0013504,0,0,0.0013504,0,0,0,0,0,0,0,0,0,0,0,0,731,0.002736,0,0,0.002736,0,0,0,0,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34113,Barrow,Alaska,AK,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34114,Unalaska,Alaska,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34115,Fairbanks,Alaska,AK,6910,0.0021708,0,0,0.0008683,0.0001447,0.0002894,0.0002894,0.0004342,0.0001447,0,0,0,0,0,0,0,3547,0.0036651,0,0,0.0016916,0.0002819,0.0002819,0.0005639,0.0005639,0.0002819,0,0,0,0,0,0,0,3363,0.0005947,0,0,0,0,0.0002974,0,0.0002974,0,0,0,0,0,0,0,0,647,0.0015456,0,0,0.0015456,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,0.0006498,0,0,0.0006498,0,0,0,0,0,0,0,0,0,0,0,0,1896,0.0026371,0,0,0.0005274,0,0.0005274,0.0005274,0.0005274,0.0005274,0,0,0,0,0,0,0,1762,0.0045403,0,0,0.0017026,0.0005675,0.0005675,0.0005675,0.0011351,0,0,0,0,0,0,0,0
34201,Havre,Montana,MT,2043,0.0034263,0,0,0.0004895,0.000979,0.0014684,0,0.0004895,0,0,0,0,0,0,0,0,1083,0.0055402,0,0,0.0009234,0.0009234,0.0027701,0,0.0009234,0,0,0,0,0,0,0,0,960,0.0010417,0,0,0,0.0010417,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0.0019194,0,0,0,0,0.0019194,0,0,0,0,0,0,0,0,0,0,374,0.0080214,0,0,0.0026738,0.0053476,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
34202,Shelby,Montana,MT,2035,0.0014742,0.0004914,0,0.0009828,0,0.0004914,0,0,0,0,0.0004914,0,0,0,0,0,1003,0.001994,0.000997,0,0.000997,0,0.000997,0,0,0,0,0.000997,0,0,0,0,0,1032,0.000969,0,0,0.000969,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0.0022026,0.0022026,0,0.0022026,0,0,0,0,0,0,0.0022026,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
34203,Great Falls,Montana,MT,6394,0.0026587,0,0.0004692,0.0012512,0.0001564,0.0003128,0.0001564,0.0003128,0,0,0,0,0,0,0,0,3260,0.0042945,0,0.0009202,0.0021472,0,0.0006135,0.0003067,0.0003067,0,0,0,0,0,0,0,0,3134,0.0009572,0,0,0.0003191,0.0003191,0,0,0.0003191,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,0.0005875,0,0,0.0005875,0,0,0,0,0,0,0,0,0,0,0,0,1684,0.0047506,0,0.0005938,0.0017815,0,0.0005938,0.0005938,0.0011876,0,0,0,0,0,0,0,0,1268,0.0031546,0,0.0007886,0.0007886,0.0007886,0.0007886,0,0,0,0,0,0,0,0,0,0,715,0.0055944,0,0.0013986,0.0041958,0,0,0,0,0,0,0,0,0,0,0,0
